
MatchID,Team,Player,Goals,Assists,Passes,Tackles,Possession,Formation
344,Inter Milan,Player 442,0,2,50,1,59.2,4-4-2
269,Inter Milan,Player 443,3,0,39,1,67.0,4-4-2
248,Arsenal,Player 444,2,1,26,0,61.5,4-4-2
262,Barcelona,Player 445,3,0,27,1,48.1,4-3-3
444,Barcelona,Player 446,1,1,83,2,48.9,3-4-3
106,Chelsea,Player 447,3,1,82,4,50.8,4-3-3
157,Manchester City,Player 448,3,2,30,4,65.4,4-4-2
246,Juventus,Player 449,0,0,100,2,51.5,4-4-2
435,Inter Milan,Player 450,3,1,85,1,62.4,3-4-3
388,Bayern Munich,Player 451,0,1,60,3,51.6,3-5-2
22,Bayern Munich,Player 452,3,0,96,1,68.0,3-5-2
72,Chelsea,Player 453,2,0,25,3,50.9,3-5-2
89,Liverpool,Player 454,3,2,39,1,47.0,3-5-2
41,Real Madrid,Player 455,2,1,37,5,42.3,4-3-3
192,Inter Milan,Player 456,3,2,56,0,64.1,4-3-3
288,PSG,Player 457,2,0,73,0,41.5,4-3-3
287,Arsenal,Player 458,3,2,17,3,54.3,3-5-2
360,Barcelona,Player 459,3,2,37,3,69.3,4-4-2
449,Arsenal,Player 460,2,0,42,4,53.5,4-2-3-1
108,Inter Milan,Player 461,3,1,23,4,69.7,3-4-3
42,PSG,Player 462,0,1,83,5,66.5,3-5-2
441,Bayern Munich,Player 463,2,0,29,5,50.6,4-2-3-1
331,Arsenal,Player 464,3,0,46,2,68.8,3-5-2
179,Barcelona,Player 465,3,1,16,3,52.0,3-4-3
273,PSG,Player 466,1,2,51,3,47.8,3-5-2
404,Bayern Munich,Player 467,3,0,44,5,57.8,4-3-3
432,Bayern Munich,Player 468,3,0,26,2,45.9,3-4-3
340,Juventus,Player 469,0,1,32,4,59.7,4-4-2
262,Juventus,Player 470,2,1,28,3,43.3,4-3-3
144,Bayern Munich,Player 471,1,1,57,4,67.4,4-3-3
345,Arsenal,Player 472,3,1,16,0,63.4,4-3-3
386,Liverpool,Player 473,0,0,26,1,63.1,3-5-2
235,Liverpool,Player 474,1,2,60,3,48.0,4-2-3-1
34,Juventus,Player 475,1,1,80,4,54.5,3-4-3
400,Inter Milan,Player 476,1,1,58,1,45.4,3-5-2
151,Bayern Munich,Player 477,0,0,77,1,60.6,4-2-3-1
98,PSG,Player 478,0,2,77,1,47.9,4-4-2
110,PSG,Player 479,2,2,89,3,66.7,4-3-3
265,Juventus,Player 480,0,2,54,0,50.3,4-3-3
402,Bayern Munich,Player 481,2,1,98,4,56.7,4-2-3-1
248,Bayern Munich,Player 482,3,1,22,1,60.4,3-4-3
455,Chelsea,Player 483,1,2,97,0,59.5,4-3-3
378,PSG,Player 484,1,2,91,2,60.5,4-3-3
279,Arsenal,Player 485,3,2,54,4,69.7,4-3-3
286,Inter Milan,Player 486,1,1,53,1,48.1,4-4-2
379,Arsenal,Player 487,0,1,53,0,64.6,3-5-2
160,Barcelona,Player 488,2,1,73,0,57.8,4-3-3
162,Juventus,Player 489,2,1,88,2,64.8,4-2-3-1
325,PSG,Player 490,3,0,97,5,40.4,4-3-3
121,Barcelona,Player 491,0,1,96,5,58.2,4-2-3-1
130,Barcelona,Player 492,0,1,62,3,47.2,4-4-2
340,Arsenal,Player 493,3,1,90,1,62.2,3-5-2
79,Arsenal,Player 494,0,2,63,1,50.7,4-3-3
50,Arsenal,Player 495,1,2,50,0,62.1,4-4-2
32,Chelsea,Player 496,2,0,24,4,66.3,3-5-2
47,Chelsea,Player 497,3,2,86,3,66.9,4-3-3
358,Liverpool,Player 498,2,1,52,4,42.2,3-5-2
66,Arsenal,Player 499,0,0,28,1,41.0,3-5-2
203,Manchester City,Player 500,2,0,42,3,47.9,3-4-3
219,PSG,Player 501,2,1,17,2,61.4,3-4-3
474,Manchester City,Player 502,2,2,48,0,62.2,3-5-2
168,Juventus,Player 503,1,0,37,5,50.1,3-5-2
393,Liverpool,Player 504,2,2,85,4,48.3,3-5-2
367,Liverpool,Player 505,3,1,46,2,50.2,3-5-2
84,Barcelona,Player 506,3,1,39,4,66.8,3-4-3
253,Arsenal,Player 507,3,2,12,3,62.5,3-5-2
147,Chelsea,Player 508,0,1,56,4,64.2,4-3-3
423,PSG,Player 509,3,0,34,0,52.1,4-4-2
316,Juventus,Player 510,2,1,58,2,50.5,4-4-2
181,Bayern Munich,Player 511,2,0,34,5,61.9,4-4-2
318,Arsenal,Player 512,3,0,65,3,56.0,4-3-3
289,Real Madrid,Player 513,0,2,37,1,61.7,3-5-2
179,Inter Milan,Player 514,3,0,45,5,44.2,4-3-3
232,Manchester City,Player 515,2,1,54,4,68.8,3-5-2
16,Juventus,Player 516,1,2,79,0,56.4,3-4-3
414,Bayern Munich,Player 517,1,2,41,5,57.8,4-4-2
338,Manchester City,Player 518,0,2,73,2,65.6,4-3-3
80,Juventus,Player 519,2,0,68,5,47.9,4-2-3-1
125,Inter Milan,Player 520,2,0,93,4,62.1,4-2-3-1
408,Inter Milan,Player 521,3,2,78,1,47.9,4-2-3-1
471,Chelsea,Player 522,2,1,31,4,45.4,4-3-3
127,Inter Milan,Player 523,3,2,100,5,45.4,3-5-2
404,Inter Milan,Player 524,1,2,86,4,46.6,3-4-3
260,Arsenal,Player 525,3,1,29,4,41.4,4-3-3
434,Barcelona,Player 526,2,2,54,3,42.6,3-4-3
315,Juventus,Player 527,1,2,48,1,49.1,3-4-3
134,Chelsea,Player 528,3,0,89,2,60.0,3-4-3
440,Inter Milan,Player 529,0,0,30,2,45.6,3-4-3
33,Arsenal,Player 530,0,0,53,0,56.5,3-5-2
398,Chelsea,Player 531,3,1,60,0,40.9,3-4-3
316,Arsenal,Player 532,1,1,21,5,49.4,4-3-3
115,Inter Milan,Player 533,1,0,57,2,41.3,3-5-2
368,Barcelona,Player 534,3,0,74,0,56.9,3-4-3
419,Inter Milan,Player 535,3,0,22,2,56.1,4-4-2
142,Arsenal,Player 536,3,0,15,3,55.5,4-4-2
402,Bayern Munich,Player 537,1,2,25,4,53.2,4-4-2
272,Real Madrid,Player 538,1,2,32,2,48.1,4-4-2
374,Bayern Munich,Player 539,2,2,30,4,61.9,4-2-3-1
466,Inter Milan,Player 540,2,2,93,2,59.7,3-5-2
146,Bayern Munich,Player 541,0,1,46,2,64.9,3-5-2
45,Inter Milan,Player 542,1,0,58,4,62.4,4-3-3
488,Juventus,Player 543,2,2,64,0,51.9,4-4-2
65,PSG,Player 544,1,0,73,2,53.9,4-3-3
405,Liverpool,Player 545,3,0,20,0,69.1,3-5-2
163,Real Madrid,Player 546,0,0,52,0,47.2,4-4-2
285,Real Madrid,Player 547,1,2,22,1,61.6,3-5-2
1,Chelsea,Player 548,1,1,28,1,61.6,4-3-3
453,Juventus,Player 549,1,2,57,5,50.0,3-4-3
407,Real Madrid,Player 550,0,0,60,0,43.0,4-3-3
163,PSG,Player 551,1,1,13,2,59.3,4-2-3-1
105,Liverpool,Player 552,1,0,40,3,48.1,4-2-3-1
296,PSG,Player 553,3,2,38,4,62.3,3-5-2
34,Real Madrid,Player 554,1,1,39,1,48.0,4-2-3-1
229,Chelsea,Player 555,1,1,44,1,69.3,4-2-3-1
203,Chelsea,Player 556,0,2,61,5,59.1,4-2-3-1
188,Arsenal,Player 557,2,1,18,5,56.4,3-5-2
358,Juventus,Player 558,2,1,70,5,43.6,3-4-3
160,Chelsea,Player 559,3,1,70,1,56.8,4-3-3
348,Chelsea,Player 560,1,0,20,1,53.0,4-2-3-1
132,Manchester City,Player 561,2,1,31,1,43.9,3-4-3
461,Barcelona,Player 562,0,0,96,3,69.1,4-2-3-1
64,Real Madrid,Player 563,2,0,91,3,48.0,3-4-3
477,Arsenal,Player 564,0,1,58,4,60.9,3-4-3
349,Arsenal,Player 565,2,0,16,0,54.4,4-4-2
462,Liverpool,Player 566,3,1,12,2,40.9,4-2-3-1
466,Inter Milan,Player 567,3,0,54,4,67.7,4-4-2
356,Bayern Munich,Player 568,1,1,67,5,62.2,4-4-2
127,Real Madrid,Player 569,3,2,36,0,45.7,4-3-3
346,PSG,Player 570,3,0,27,1,67.9,4-3-3
374,PSG,Player 571,1,2,32,4,43.9,3-4-3
357,Arsenal,Player 572,2,1,17,1,60.0,4-2-3-1
408,Arsenal,Player 573,0,0,67,5,56.8,4-3-3
73,Liverpool,Player 574,0,0,51,0,56.2,4-2-3-1
295,Juventus,Player 575,1,1,84,4,46.5,3-5-2
198,Inter Milan,Player 576,1,0,37,3,58.1,3-4-3
491,Bayern Munich,Player 577,2,0,41,2,69.5,3-4-3
463,Real Madrid,Player 578,3,1,14,3,64.7,3-4-3
297,Real Madrid,Player 579,3,1,18,0,57.9,3-5-2
476,Juventus,Player 580,1,0,14,2,51.1,4-3-3
151,Chelsea,Player 581,2,2,10,1,46.9,4-3-3
234,Real Madrid,Player 582,1,1,18,4,51.6,3-5-2
85,Barcelona,Player 583,3,0,60,3,49.7,4-3-3
192,Liverpool,Player 584,1,1,99,0,48.0,3-5-2
106,Arsenal,Player 585,1,2,91,4,51.5,4-2-3-1
22,Arsenal,Player 586,2,0,57,2,61.9,4-4-2
98,Juventus,Player 587,0,1,41,5,59.6,4-3-3
471,Real Madrid,Player 588,1,0,53,3,51.8,4-4-2
460,Bayern Munich,Player 589,0,1,24,5,43.7,4-3-3
214,Inter Milan,Player 590,1,0,55,3,66.6,4-3-3
68,Liverpool,Player 591,1,0,69,3,52.5,3-5-2
480,PSG,Player 592,3,2,70,0,65.2,4-3-3
147,Barcelona,Player 593,2,2,93,0,43.3,4-4-2
386,Inter Milan,Player 594,1,2,29,4,53.0,4-2-3-1
353,Arsenal,Player 595,1,0,12,5,42.3,4-3-3
173,PSG,Player 596,2,1,47,3,46.1,4-4-2
156,Arsenal,Player 597,0,0,86,3,44.5,4-3-3
176,Barcelona,Player 598,1,2,18,5,46.9,3-4-3
142,Bayern Munich,Player 599,2,0,66,5,44.3,3-5-2
281,Chelsea,Player 600,2,0,91,2,55.3,4-4-2
35,Manchester City,Player 601,1,0,28,0,65.4,4-4-2
492,Liverpool,Player 602,3,2,19,3,45.9,4-2-3-1
198,Manchester City,Player 603,2,1,63,1,47.9,3-5-2
382,Real Madrid,Player 604,0,2,72,1,40.7,3-4-3
35,Arsenal,Player 605,0,2,27,3,63.2,4-4-2
495,Barcelona,Player 606,3,0,48,5,52.2,3-5-2
196,Liverpool,Player 607,3,1,68,5,66.3,4-4-2
446,Inter Milan,Player 608,0,1,30,3,64.4,3-5-2
29,Chelsea,Player 609,1,0,58,3,46.6,3-4-3
406,Bayern Munich,Player 610,1,2,75,4,65.9,4-3-3
50,Chelsea,Player 611,2,1,31,1,47.3,3-4-3
310,PSG,Player 612,2,0,23,5,58.9,3-5-2
159,Real Madrid,Player 613,0,1,65,5,62.9,3-5-2
383,Chelsea,Player 614,1,2,58,0,56.5,4-4-2
472,Barcelona,Player 615,3,1,85,4,57.5,3-4-3
385,Juventus,Player 616,3,0,54,1,54.5,3-5-2
159,Bayern Munich,Player 617,1,1,72,5,67.8,4-3-3
454,Manchester City,Player 618,1,0,99,5,53.7,3-4-3
164,Manchester City,Player 619,0,1,93,2,55.8,4-2-3-1
129,Juventus,Player 620,0,0,61,0,40.5,3-4-3
236,Manchester City,Player 621,1,0,34,4,52.7,3-5-2
371,Barcelona,Player 622,1,2,61,4,69.2,4-3-3
272,Arsenal,Player 623,2,1,72,3,43.5,4-2-3-1
209,Liverpool,Player 624,3,2,10,5,41.5,4-2-3-1
29,Barcelona,Player 625,3,1,31,0,68.5,3-5-2
141,Bayern Munich,Player 626,0,1,89,2,50.2,3-5-2
198,Juventus,Player 627,3,1,18,2,51.6,4-3-3
308,Inter Milan,Player 628,2,2,22,5,58.9,4-4-2
399,Arsenal,Player 629,1,2,53,5,62.7,4-2-3-1
234,Barcelona,Player 630,2,1,24,4,60.9,4-2-3-1
219,Arsenal,Player 631,1,0,32,3,45.4,4-2-3-1
15,Inter Milan,Player 632,0,2,13,1,65.8,4-3-3
397,Liverpool,Player 633,2,2,26,0,44.9,3-4-3
127,Inter Milan,Player 634,2,1,85,2,55.7,4-3-3
420,Chelsea,Player 635,2,0,52,5,62.6,4-4-2
162,Bayern Munich,Player 636,3,0,80,5,69.9,3-5-2
228,Manchester City,Player 637,2,2,29,2,64.7,4-4-2
88,Inter Milan,Player 638,0,1,94,2,67.0,4-4-2
180,PSG,Player 639,1,1,65,2,51.3,3-5-2
461,PSG,Player 640,2,1,52,5,50.8,4-4-2
392,Chelsea,Player 641,1,1,21,5,67.2,3-4-3
410,Arsenal,Player 642,3,0,33,2,54.0,3-4-3
385,Chelsea,Player 643,2,1,92,5,69.7,4-2-3-1
40,Juventus,Player 644,0,2,48,5,54.4,4-4-2
217,Bayern Munich,Player 645,3,1,35,2,60.0,3-5-2
433,Juventus,Player 646,3,0,87,4,54.1,4-4-2
4,Bayern Munich,Player 647,1,2,36,0,49.9,4-3-3
260,Juventus,Player 648,3,1,89,1,69.5,3-5-2
359,Arsenal,Player 649,3,2,86,5,45.4,4-2-3-1
74,PSG,Player 650,0,2,11,4,58.6,4-2-3-1
52,Barcelona,Player 651,1,2,76,0,55.1,3-5-2
367,Barcelona,Player 652,2,1,78,5,59.6,4-4-2
147,Liverpool,Player 653,1,1,41,3,65.0,3-4-3
359,Juventus,Player 654,2,1,69,3,65.7,4-2-3-1
60,Arsenal,Player 655,1,1,45,0,57.8,4-3-3
81,Manchester City,Player 656,0,0,37,0,43.6,3-5-2
110,Real Madrid,Player 657,0,1,81,1,43.5,3-5-2
1,Juventus,Player 658,3,0,49,5,55.9,3-4-3
125,PSG,Player 659,2,2,49,0,59.4,3-5-2
411,Juventus,Player 660,0,1,62,2,42.2,3-4-3
355,Liverpool,Player 661,3,1,17,4,43.8,4-2-3-1
269,PSG,Player 662,3,0,99,5,64.0,3-5-2
285,Real Madrid,Player 663,1,1,71,1,56.0,4-3-3
241,Inter Milan,Player 664,2,1,87,1,61.4,4-4-2
487,Real Madrid,Player 665,3,2,73,0,66.4,4-3-3
445,Chelsea,Player 666,3,1,61,0,68.1,4-3-3
227,Manchester City,Player 667,0,2,69,4,64.2,4-4-2
322,Chelsea,Player 668,2,2,62,0,63.0,3-5-2
474,Chelsea,Player 669,1,1,78,3,62.3,4-2-3-1
162,Inter Milan,Player 670,1,1,92,1,66.0,3-5-2
94,Real Madrid,Player 671,1,1,85,4,45.9,4-2-3-1
89,Chelsea,Player 672,0,1,36,2,59.7,3-5-2
47,Bayern Munich,Player 673,3,0,95,2,59.6,4-3-3
351,Real Madrid,Player 674,1,0,37,3,51.0,4-4-2
250,Bayern Munich,Player 675,2,0,100,0,40.4,3-5-2
63,PSG,Player 676,1,0,67,1,62.1,3-5-2
122,Inter Milan,Player 677,0,0,63,5,46.7,3-5-2
402,Inter Milan,Player 678,3,2,72,3,70.0,3-4-3
375,Real Madrid,Player 679,2,0,36,2,51.0,3-5-2
90,Arsenal,Player 680,1,1,43,4,42.0,3-5-2
447,Liverpool,Player 681,3,1,28,3,54.3,4-3-3
314,Bayern Munich,Player 682,0,0,56,0,70.0,4-3-3
331,Liverpool,Player 683,0,0,44,0,43.3,4-4-2
396,Chelsea,Player 684,0,2,40,5,68.9,4-2-3-1
34,Chelsea,Player 685,2,2,57,4,63.3,4-4-2
138,Juventus,Player 686,0,1,62,2,43.7,4-3-3
363,Real Madrid,Player 687,2,0,87,4,60.3,4-4-2
332,Bayern Munich,Player 688,1,0,30,4,56.2,4-3-3
292,Manchester City,Player 689,1,1,88,4,66.7,4-2-3-1
407,Juventus,Player 690,3,1,14,3,46.7,3-5-2
170,Manchester City,Player 691,0,2,96,0,63.3,4-3-3
198,Juventus,Player 692,2,0,57,5,64.2,4-4-2
347,Arsenal,Player 693,2,0,72,5,50.4,4-2-3-1
83,Inter Milan,Player 694,1,1,100,2,65.0,4-4-2
422,Bayern Munich,Player 695,2,1,30,5,42.9,4-4-2
95,Manchester City,Player 696,0,1,85,5,56.3,4-2-3-1
229,Bayern Munich,Player 697,3,2,52,4,64.7,4-2-3-1
93,Real Madrid,Player 698,2,1,47,0,49.8,4-4-2
117,Juventus,Player 699,2,2,12,0,63.8,3-5-2
67,Real Madrid,Player 700,3,0,90,2,42.1,4-4-2
182,Real Madrid,Player 701,1,1,30,2,59.3,3-5-2
221,Inter Milan,Player 702,1,2,85,1,65.2,3-4-3
100,Chelsea,Player 703,1,1,62,5,56.8,3-5-2
55,Juventus,Player 704,0,2,83,2,49.3,4-2-3-1
270,Liverpool,Player 705,0,2,14,0,45.4,3-5-2
47,Barcelona,Player 706,1,2,46,4,67.2,3-5-2
266,Manchester City,Player 707,3,0,77,3,64.8,4-2-3-1
271,Real Madrid,Player 708,0,1,43,3,50.5,4-3-3
496,Inter Milan,Player 709,0,0,55,2,63.3,4-2-3-1
378,Manchester City,Player 710,2,2,36,2,46.4,4-3-3
82,Liverpool,Player 711,0,1,78,4,60.3,4-3-3
148,Arsenal,Player 712,2,2,57,4,45.5,4-3-3
56,Liverpool,Player 713,0,2,69,3,63.6,4-2-3-1
99,Juventus,Player 714,1,1,89,2,42.5,4-3-3
196,Real Madrid,Player 715,3,2,50,3,45.1,4-4-2
478,Arsenal,Player 716,1,1,41,4,60.7,4-4-2
110,PSG,Player 717,1,1,50,1,42.8,4-4-2
110,PSG,Player 718,3,1,24,0,40.5,3-4-3
208,Inter Milan,Player 719,1,2,75,4,46.4,4-3-3
334,Barcelona,Player 720,2,1,89,5,40.7,4-4-2
59,Liverpool,Player 721,2,0,64,2,48.3,4-3-3
380,Bayern Munich,Player 722,1,0,62,5,51.1,4-3-3
288,Barcelona,Player 723,0,1,86,5,68.2,3-4-3
202,Barcelona,Player 724,1,1,73,5,52.9,4-3-3
231,Liverpool,Player 725,2,1,58,2,55.2,4-2-3-1
180,Inter Milan,Player 726,3,0,90,2,52.4,4-2-3-1
157,Bayern Munich,Player 727,1,0,57,3,60.1,3-4-3
14,Liverpool,Player 728,0,2,45,4,61.5,3-4-3
324,Juventus,Player 729,0,2,96,2,61.2,4-2-3-1
223,Real Madrid,Player 730,3,2,54,3,54.4,4-3-3
132,Chelsea,Player 731,2,1,14,0,41.6,4-3-3
455,Inter Milan,Player 732,3,1,64,0,47.6,4-2-3-1
350,PSG,Player 733,3,2,39,3,63.0,4-2-3-1
264,Bayern Munich,Player 734,3,2,84,4,50.6,4-3-3
403,Liverpool,Player 735,3,2,95,1,56.3,4-3-3
185,Real Madrid,Player 736,3,2,68,4,60.9,3-4-3
55,Bayern Munich,Player 737,3,0,13,3,41.4,3-4-3
413,Inter Milan,Player 738,3,2,23,5,60.9,4-2-3-1
296,PSG,Player 739,2,2,26,3,56.0,4-3-3
304,Bayern Munich,Player 740,2,1,58,1,69.3,3-5-2
418,Inter Milan,Player 741,1,2,62,1,55.2,4-2-3-1
334,Liverpool,Player 742,2,0,39,2,67.8,4-2-3-1
376,Liverpool,Player 743,1,0,64,4,57.6,3-5-2
238,Chelsea,Player 744,1,1,36,3,47.9,3-5-2
204,Bayern Munich,Player 745,1,0,12,4,65.9,4-2-3-1
129,Juventus,Player 746,2,0,35,2,48.5,4-4-2
376,Barcelona,Player 747,2,1,32,4,55.8,4-3-3
175,Barcelona,Player 748,2,0,84,0,68.4,3-5-2
54,Juventus,Player 749,2,1,35,3,62.3,4-4-2
94,Arsenal,Player 750,0,2,53,0,65.5,3-4-3
354,Manchester City,Player 751,0,2,74,3,46.1,4-2-3-1
218,Real Madrid,Player 752,0,1,54,4,64.1,4-4-2
255,Real Madrid,Player 753,0,0,59,0,45.5,4-2-3-1
282,Real Madrid,Player 754,1,2,23,1,64.6,3-5-2
161,Juventus,Player 755,3,0,66,2,57.7,4-2-3-1
335,Inter Milan,Player 756,1,0,74,0,68.3,4-3-3
368,Arsenal,Player 757,1,0,58,3,67.6,4-4-2
454,Bayern Munich,Player 758,1,2,51,3,66.6,4-4-2
358,Inter Milan,Player 759,1,2,13,3,50.2,4-2-3-1
201,Inter Milan,Player 760,3,1,50,5,56.6,4-4-2
254,Liverpool,Player 761,2,0,47,3,58.2,4-2-3-1
369,Juventus,Player 762,0,2,83,2,61.8,4-2-3-1
158,Manchester City,Player 763,2,1,39,3,59.1,4-3-3
45,Inter Milan,Player 764,0,2,70,5,42.3,3-4-3
443,Liverpool,Player 765,0,1,85,2,42.1,3-4-3
34,PSG,Player 766,3,2,98,5,59.0,4-2-3-1
441,Chelsea,Player 767,3,2,46,5,69.1,4-4-2
472,Chelsea,Player 768,0,1,50,2,49.3,4-2-3-1
128,Liverpool,Player 769,3,1,84,0,43.8,4-4-2
396,Chelsea,Player 770,2,2,27,1,46.0,4-4-2
17,Bayern Munich,Player 771,2,0,95,3,50.7,4-2-3-1
418,Bayern Munich,Player 772,2,0,66,0,50.2,4-4-2
141,Inter Milan,Player 773,0,2,73,4,47.0,4-4-2
323,PSG,Player 774,0,1,60,4,54.0,4-4-2
332,Inter Milan,Player 775,1,1,98,3,63.7,3-5-2
492,Bayern Munich,Player 776,0,2,15,0,41.5,3-4-3
348,PSG,Player 777,2,0,33,5,60.4,3-4-3
143,Manchester City,Player 778,3,1,86,2,55.4,4-3-3
94,PSG,Player 779,1,0,40,5,60.8,4-2-3-1
57,Chelsea,Player 780,2,2,14,5,49.4,3-4-3
261,Arsenal,Player 781,2,2,64,5,61.8,4-3-3
466,PSG,Player 782,1,1,33,5,56.1,4-2-3-1
22,Chelsea,Player 783,2,1,74,5,69.5,4-2-3-1
334,Juventus,Player 784,1,1,79,0,61.8,3-5-2
50,Juventus,Player 785,2,1,19,2,61.4,4-3-3
328,PSG,Player 786,2,1,51,2,67.7,4-2-3-1
209,Liverpool,Player 787,3,2,100,2,68.4,4-4-2
421,PSG,Player 788,1,0,100,0,50.2,3-5-2
469,Bayern Munich,Player 789,3,1,86,3,47.6,4-4-2
491,Liverpool,Player 790,0,0,60,2,55.0,4-3-3
481,Manchester City,Player 791,2,1,33,0,47.1,3-4-3
158,Real Madrid,Player 792,2,2,97,2,41.6,4-3-3
239,Inter Milan,Player 793,1,1,36,0,69.6,3-4-3
411,Real Madrid,Player 794,2,0,68,5,42.7,4-2-3-1
481,Chelsea,Player 795,3,0,99,1,68.2,3-4-3
280,Chelsea,Player 796,1,0,38,2,65.9,4-3-3
383,Barcelona,Player 797,0,1,61,4,61.3,3-5-2
163,Arsenal,Player 798,0,0,12,5,46.4,4-3-3
411,Barcelona,Player 799,1,1,57,2,48.5,4-4-2
202,Liverpool,Player 800,3,1,57,3,53.1,4-4-2
96,Bayern Munich,Player 801,2,2,99,2,42.9,3-5-2
360,Manchester City,Player 802,0,0,90,0,45.2,4-3-3
40,Inter Milan,Player 803,2,1,38,5,53.8,3-5-2
357,Arsenal,Player 804,1,0,29,5,42.6,3-5-2
157,Real Madrid,Player 805,1,2,98,4,47.5,3-4-3
143,Manchester City,Player 806,3,0,89,3,45.0,4-4-2
456,Juventus,Player 807,2,2,76,0,41.8,3-5-2
257,Manchester City,Player 808,0,2,90,0,58.9,4-2-3-1
54,Arsenal,Player 809,1,2,83,1,49.1,3-5-2
384,PSG,Player 810,3,0,48,2,69.2,4-3-3
437,Real Madrid,Player 811,3,0,56,1,69.4,4-3-3
152,Juventus,Player 812,3,2,41,5,59.1,4-4-2
435,Inter Milan,Player 813,2,0,96,1,42.1,3-4-3
352,Bayern Munich,Player 814,2,0,11,1,42.4,3-5-2
398,PSG,Player 815,2,1,33,4,53.5,4-3-3
27,Arsenal,Player 816,1,0,98,2,50.5,4-2-3-1
29,Bayern Munich,Player 817,0,2,83,2,56.3,3-4-3
456,PSG,Player 818,1,2,59,5,52.6,4-2-3-1
30,PSG,Player 819,0,1,23,1,61.2,4-3-3
409,Barcelona,Player 820,1,2,15,1,61.0,4-4-2
420,Real Madrid,Player 821,2,2,86,4,62.0,3-4-3
218,Bayern Munich,Player 822,1,0,58,3,52.3,4-3-3
51,Real Madrid,Player 823,0,1,55,3,43.7,4-4-2
481,PSG,Player 824,0,0,77,5,48.9,4-4-2
57,Juventus,Player 825,3,1,76,3,57.2,3-5-2
139,Liverpool,Player 826,2,2,41,1,63.5,4-3-3
143,Chelsea,Player 827,3,0,16,2,61.3,4-2-3-1
193,PSG,Player 828,0,1,13,3,64.4,4-3-3
466,Juventus,Player 829,1,0,92,2,54.1,4-2-3-1
230,Bayern Munich,Player 830,3,0,77,0,65.8,3-5-2
446,Real Madrid,Player 831,1,2,45,5,59.8,4-3-3
473,Inter Milan,Player 832,2,1,13,5,47.6,3-4-3
197,Manchester City,Player 833,0,0,75,0,68.1,4-3-3
306,Bayern Munich,Player 834,2,2,73,1,68.5,4-4-2
239,Liverpool,Player 835,2,2,80,1,56.5,4-2-3-1
75,Manchester City,Player 836,3,1,37,1,60.4,4-4-2
156,Manchester City,Player 837,1,1,29,0,64.7,4-3-3
377,Inter Milan,Player 838,0,2,56,0,67.1,3-4-3
66,Bayern Munich,Player 839,2,1,72,3,40.8,4-3-3
172,Manchester City,Player 840,0,1,57,0,59.0,3-4-3
385,Chelsea,Player 841,3,0,69,1,60.4,3-5-2
200,Inter Milan,Player 842,0,0,83,0,63.7,4-4-2
391,Inter Milan,Player 843,3,0,30,3,65.5,3-4-3
410,Liverpool,Player 844,3,1,81,5,55.6,3-5-2
323,Chelsea,Player 845,1,1,76,4,56.9,3-4-3
355,PSG,Player 846,0,2,68,5,54.9,3-4-3
288,PSG,Player 847,0,0,33,1,68.7,3-5-2
440,Liverpool,Player 848,1,1,53,1,61.0,4-3-3
228,Arsenal,Player 849,2,2,79,5,66.2,3-4-3
101,Manchester City,Player 850,0,0,47,5,41.9,4-3-3
85,Chelsea,Player 851,3,1,21,0,57.9,4-3-3
130,Chelsea,Player 852,3,2,53,4,46.7,4-3-3
350,Liverpool,Player 853,3,0,31,5,45.0,3-5-2
339,Manchester City,Player 854,1,1,60,2,60.4,3-4-3
291,Chelsea,Player 855,2,1,21,1,49.3,4-2-3-1
37,Inter Milan,Player 856,3,1,67,2,53.0,4-2-3-1
269,PSG,Player 857,3,0,66,5,46.7,4-3-3
267,Chelsea,Player 858,1,1,38,2,58.0,4-4-2
354,Arsenal,Player 859,1,1,47,2,54.8,3-4-3
178,Arsenal,Player 860,0,1,46,1,62.3,3-5-2
455,Bayern Munich,Player 861,2,0,24,2,49.5,4-2-3-1
231,Barcelona,Player 862,1,0,46,3,64.9,4-3-3
430,Barcelona,Player 863,1,0,18,4,47.0,3-4-3
437,Real Madrid,Player 864,2,1,79,2,49.6,3-5-2
492,Juventus,Player 865,0,1,71,2,57.9,3-4-3
469,Inter Milan,Player 866,1,2,55,2,50.9,4-3-3
23,Juventus,Player 867,2,2,90,2,49.6,3-4-3
73,Arsenal,Player 868,1,0,87,2,40.2,3-4-3
234,Real Madrid,Player 869,3,2,15,3,52.5,3-5-2
19,Inter Milan,Player 870,2,2,97,4,47.0,4-4-2
478,Manchester City,Player 871,2,1,77,4,69.3,4-2-3-1
195,Bayern Munich,Player 872,2,2,94,4,52.9,3-5-2
76,Liverpool,Player 873,0,2,62,4,65.6,4-4-2
498,Chelsea,Player 874,2,0,57,2,54.3,4-3-3
410,Barcelona,Player 875,0,2,77,2,55.7,4-4-2
63,Juventus,Player 876,2,2,37,3,51.4,4-3-3
453,Arsenal,Player 877,2,0,58,3,58.9,3-5-2
455,Barcelona,Player 878,3,2,73,1,68.8,3-5-2
369,Liverpool,Player 879,0,1,29,3,56.1,4-2-3-1
206,PSG,Player 880,3,1,97,0,68.2,4-2-3-1
21,Liverpool,Player 881,1,0,58,4,40.2,3-4-3
206,Real Madrid,Player 882,1,0,12,2,58.7,3-4-3
79,Barcelona,Player 883,3,1,96,4,52.4,4-4-2
169,Real Madrid,Player 884,0,0,17,5,40.6,4-2-3-1
